"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button8.M_Button8","0","11","1","1","4.110397","0","50"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","69","7","1","61.010475","0","684"
"/Game/ThirdPerson/Blueprints/Keypad/Images/screens/M_ScreenStar.M_ScreenStar","0","11","1","1","4.398280","0","43"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_ButtonEnter.M_ButtonEnter","0","11","2","1","4.320463","0","43"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button9.M_Button9","0","11","3","1","3.632015","0","51"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button6.M_Button6","0","11","6","1","3.330723","0","39"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button5.M_Button5","0","11","6","1","3.465234","0","30"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button3.M_Button3","0","11","2","1","3.437887","0","66"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button4.M_Button4","0","11","6","1","3.821196","0","40"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button1.M_Button1","0","11","1","1","3.463253","0","41"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button7.M_Button7","0","11","2","1","3.763644","0","48"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button2.M_Button2","0","11","1","1","3.750586","0","27"
"/Game/ThirdPerson/Blueprints/Keypad/Images/screens/M_ScreenBlank.M_ScreenBlank","0","11","5","1","3.931361","0","62"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button0.M_Button0","0","11","1","1","4.084870","0","63"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","23","4","1","17.085321","0","103"
"/Game/ThirdPerson/Blueprints/M_Reflect.M_Reflect","0","14","5","1","11.342543","0","64"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","69","11","3","42.022774","0","358"
"Globals","49","5066","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","4","4","1","2.853728","0","6"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","6","6","1","4.065407","0","10"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","17","18","1","10.042413","0","18"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","5","5","1","2.448158","0","5"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","5","5","1","2.402061","0","5"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","6","6","1","2.784032","0","6"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","4","4","1","1.987303","0","4"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","7","7","1","3.570681","0","7"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","9","9","1","4.496754","0","9"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","28","28","1","17.813730","0","28"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","5","5","1","2.504828","0","5"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","12","12","1","5.608026","0","12"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","14","14","1","8.207327","0","14"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","5","5","1","2.621496","0","5"
"/Engine/VREditor/TransformGizmo/Main.Main","49","5","5","1","2.486229","0","5"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","145","145","1","75.150513","0","145"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","49","4","4","1","2.163019","0","4"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","7","7","1","3.643348","0","7"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","28","1","16.934919","0","28"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","6","1","2.952078","0","6"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","52","52","1","48.142799","0","52"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","52","52","1","46.800743","0","52"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","52","52","1","47.832882","0","52"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","48","50","2","25.110756","0","50"
"/ControlRig/M_Manip.M_Manip","49","9","9","1","4.456238","0","9"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","9","9","1","4.677077","0","9"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","4","1","2.114034","0","4"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","6","6","1","4.451594","0","6"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","58","60","6","28.889866","0","60"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","53","53","1","40.994755","0","53"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","10","10","1","4.762608","0","10"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","93","93","1","56.278130","0","93"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","139","139","1","81.311478","0","139"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","880","900","1","479.065613","0","900"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","30","31","1","15.490088","0","31"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","6","6","1","2.428195","0","6"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","145","145","1","74.252457","0","145"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","14","14","1","8.225254","0","14"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","6","6","1","2.457079","0","6"
"/Game/Characters/Keith/KeithTexutres/BodyAgain.BodyAgain","49","28","28","1","16.423954","0","28"
"/Game/Characters/Keith/KeithTexutres/Clothing.Clothing","49","28","28","1","16.671757","0","28"
"/Game/Characters/Keith/KeithTexutres/Eyes.Eyes","49","28","28","1","16.439980","0","28"
"/Game/Characters/Keith/KeithTexutres/Hair1.Hair1","49","28","28","1","17.210293","0","28"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","60","62","1","40.307991","0","62"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","86","88","1","62.807781","0","88"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","15","16","1","11.142147","0","16"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","14","14","1","8.594711","0","14"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","49","24","24","1","46.026512","0","24"
"/Interchange/gltf/M_Unlit.M_Unlit","49","36","38","2","17.041868","0","38"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","49","14","14","1","8.371866","0","14"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","49","14","14","1","8.459032","0","14"
"/Interchange/Materials/SheenMaterial.SheenMaterial","49","14","14","1","8.604763","0","14"
"/Interchange/gltf/M_Sheen.M_Sheen","49","120","124","4","72.202599","0","124"
"/Interchange/gltf/M_Transmission.M_Transmission","49","108","108","4","204.022827","0","108"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","49","14","14","1","8.518044","0","14"
"/Interchange/gltf/M_Translucent.M_Translucent","49","200","200","8","383.217163","0","200"
"/Interchange/gltf/M_Opaque.M_Opaque","49","240","248","8","133.079132","0","248"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","69","3","3","38.609543","0","734"
"/Game/ThirdPerson/Blueprints/M_Reflect.M_Reflect","49","14","1","1","9.378971","0","82"
"/Game/ThirdPerson/Blueprints/Keypad/Images/screens/M_ScreenBlank.M_ScreenBlank","49","11","1","1","4.520875","0","59"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","49","23","1","1","16.657583","0","220"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button0.M_Button0","49","11","1","1","4.383126","0","69"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button1.M_Button1","49","11","1","1","4.808930","0","66"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button2.M_Button2","49","11","1","1","4.844099","0","70"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button3.M_Button3","49","11","1","1","4.642534","0","73"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button4.M_Button4","49","11","1","1","4.837376","0","70"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button6.M_Button6","49","11","1","1","5.407024","0","76"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button7.M_Button7","49","11","1","1","4.733965","0","56"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button5.M_Button5","49","11","1","1","5.121466","0","68"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button9.M_Button9","49","11","1","1","5.074215","0","59"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_ButtonEnter.M_ButtonEnter","49","11","1","1","4.950341","0","59"
"/Game/ThirdPerson/Blueprints/Keypad/Images/screens/M_ScreenStar.M_ScreenStar","49","11","1","1","4.916294","0","68"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","84","1","1","72.417274","0","1604"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_Button8.M_Button8","49","11","1","1","4.758534","0","36"
"/Game/ThirdPerson/Blueprints/Keypad/Images/buttons/M_ButtonBack.M_ButtonBack","49","11","1","1","4.547578","0","47"
"/Game/ThirdPerson/Blueprints/Keypad/Images/panel_and_lights/M_Panel.M_Panel","49","11","1","1","4.623618","0","45"
"/Game/ThirdPerson/PostProcess/M_Outline.M_Outline","49","6","2","1","3.137328","0","16"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","23","1","1","15.789556","0","119"
